date,strategy_return,base_return,btc_return,equity,executed_regime,executed_position,doge_close,doge_return,base_proxy_score,doge_score,doge_fast_ma,doge_slow_ma,doge_risk_ma,doge_vol,doge_trend_ok,doge_risk_off,doge_beats_base,time_window_ok,doge_signal_raw,doge_signal,doge_execute
2018-05-04,0.0,0.0,-0.0036933333333333,1.0,CASH,CASH,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-05,0.0,0.0,0.0154426759755774,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-06,0.0,0.0,-0.0207816301703163,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-07,0.0,0.0,-0.0304389373238044,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-08,0.0,0.0,-0.0189471436198612,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-09,0.0,0.0,0.0133267156894758,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-10,0.0,0.0,-0.0330612244897958,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-11,0.0,0.0,-0.0668947590588967,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-12,0.0,0.0,0.0078500000000001,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-13,0.0,0.0,0.0252505923736761,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-14,0.0,0.0,-0.0018860077122391,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-15,0.0,0.0,-0.0232404592224245,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-16,0.0,0.0,-0.0155991491373197,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-17,0.0,0.0,-0.0346386554621849,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-18,0.0,0.0,0.0246659188754281,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-19,0.0,0.0,-0.0007670079771256,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-20,0.0,0.0,0.0356458804225181,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-21,0.0,0.0,-0.017091631503768,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-22,0.0,0.0,-0.0482184020502932,1.0,BASE,0.0,,0.0,,,,,,,False,False,False,False,False,False,False
2018-05-23,0.0,0.0,-0.0595654315911401,1.0,BASE,0.0,,0.0,0.0,,,,,,False,False,False,False,False,False,False
2018-05-24,0.0,0.0,0.0097388012450096,1.0,BASE,0.0,,0.0,0.0,,,,,,False,False,False,False,False,False,False
2018-05-25,0.0,0.0,-0.0155788573216405,1.0,BASE,0.0,,0.0,0.0,,,,,,False,False,False,False,False,False,False
2018-05-26,0.0,0.0,-0.016499932948907,1.0,BASE,0.0,,0.0,0.0,,,,,,False,False,False,False,False,False,False
2018-05-27,0.0,0.0,0.0006858504818678,1.0,BASE,0.0,,0.0,0.0,,,,,,False,False,False,False,False,False,False
2018-05-28,0.0,0.0,-0.0327006849716378,1.0,BASE,0.0,,0.0,0.0,,,,,,False,False,False,False,False,False,False
2018-05-29,0.0,0.0,0.0510339484434427,1.0,BASE,0.0,,0.0,0.0,,,,,,False,False,False,False,False,False,False
2018-05-30,0.0,0.0,-0.0114363602004479,1.0,BASE,0.0,,0.0,0.0,,,,,,False,False,False,False,False,False,False
2018-05-31,0.0,0.0,0.0147845161850119,1.0,BASE,0.0,,0.0,0.0,,,,,,False,False,False,False,False,False,False
2018-06-01,0.0,0.0,0.0048096128128085,1.0,BASE,0.0,,0.0,0.0,,,,,,False,False,False,False,False,False,False
2018-06-02,0.0,0.0,0.0158250022270944,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-03,0.0,0.0,0.0097159304348282,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-04,0.0,0.0,-0.0294597278287224,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-05,0.0,0.0,0.0184319487110993,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-06,0.0,0.0,0.0044380327868853,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-07,0.0,0.0,0.0042095147568039,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-08,0.0,0.0,-0.0113950186449758,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-09,0.0,0.0,-0.0146920341319192,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-10,0.0,0.0,-0.097005631543048,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-11,0.0,0.0,0.015818205200599,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-12,0.0,0.0,-0.04976717112922,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-13,0.0,0.0,-0.0363277182235834,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-14,0.0,0.0,0.0545386935503862,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-15,0.0,0.0,-0.0372333852724089,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-16,0.0,0.0,0.0148820610746764,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-17,0.0,0.0,-0.0053007566340426,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-18,0.0,0.0,0.0407544022041643,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-19,0.0,0.0,0.0042830795267307,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-20,0.0,0.0,0.0030113288267239,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-21,0.0,0.0,-0.0063107205343185,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-22,0.0,0.0,-0.1002911216817189,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-23,0.0,0.0,0.0173664185277087,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-24,0.0,0.0,-0.0021154540339967,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-25,0.0,0.0,0.0187437774667302,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-26,0.0,0.0,-0.0289859245041587,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-27,0.0,0.0,0.0103693429839328,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-28,0.0,0.0,-0.0456084633656844,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-29,0.0,0.0,0.0587531901373084,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-06-30,0.0,0.0,0.031002336267651,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-01,0.0,0.0,-0.0052049508064855,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-02,0.0,0.0,0.0406619043199338,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-03,0.0,0.0,-0.0153326611531769,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-04,0.0,0.0,0.0112252949863829,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-05,0.0,0.0,-0.0087718499221191,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-06,0.0,0.0,0.0123414813453408,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-07,0.0,0.0,0.0222700301674185,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-08,0.0,0.0,-0.0066420205476409,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-09,0.0,0.0,-0.007446253780486,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-10,0.0,0.0,-0.0548188864805797,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-11,0.0,0.0,0.01288886136216,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-12,0.0,0.0,-0.0199903732633853,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-13,0.0,0.0,-0.0057594747359041,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-14,0.0,0.0,0.0060213337366865,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-15,0.0,0.0,0.0161580552752005,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-16,0.0,0.0,0.0582936277449586,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-17,0.0,0.0,0.0883622003911739,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-18,0.0,0.0,0.0088090917042025,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-19,0.0,0.0,0.0114211788292988,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-20,0.0,0.0,-0.0172349826752797,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-21,0.0,0.0,0.0083474956831521,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-22,0.0,0.0,-0.0005392780971997,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-23,0.0,0.0,0.0441148430178544,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-24,0.0,0.0,0.0875831011745871,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-25,0.0,0.0,-0.0263896232571654,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-26,0.0,0.0,-0.0312685000807276,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-27,0.0,0.0,0.0339103535353535,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-28,0.0,0.0,0.0044537690952146,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-29,0.0,0.0,-0.0017069825800239,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-30,0.0,0.0,-0.0045158933138472,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-07-31,0.0,0.0,-0.0541955389825199,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-01,0.0,0.0,-0.0163434412159986,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-02,0.0,0.0,-0.010371381456964,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-03,0.0,0.0,-0.0142086261628471,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-04,0.0,0.0,-0.0551222707776749,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-05,0.0,0.0,0.0020471223308948,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-06,0.0,0.0,-0.0127231751988485,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-07,0.0,0.0,-0.0309683596690324,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-08,0.0,0.0,-0.0647404933884518,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-09,0.0,0.0,0.0389482895783612,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-10,0.0,0.0,-0.0590800010413811,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-11,0.0,0.0,0.0143782318062632,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-12,0.0,0.0,0.0121912280279508,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-13,0.0,0.0,-0.0098251042668978,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-14,0.0,0.0,-0.0093286479303914,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-15,0.0,0.0,0.0127794081524479,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-16,0.0,0.0,0.0071148654254877,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-17,0.0,0.0,0.0432114706697825,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-18,0.0,0.0,-0.0298474141505263,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-19,0.0,0.0,0.0140216908058283,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-20,0.0,0.0,-0.0343788450227169,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-21,0.0,0.0,0.0359977233630277,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-22,0.0,0.0,-0.0183811728395061,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-23,0.0,0.0,0.0258014208703498,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-24,0.0,0.0,0.0240045609125503,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-25,0.0,0.0,0.0077825204590489,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-26,0.0,0.0,-0.0049958120719254,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-27,0.0,0.0,0.0311402985074626,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-28,0.0,0.0,0.0242406609694525,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-29,0.0,0.0,-0.0063438810306791,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-30,0.0,0.0,-0.0065962948108578,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-08-31,0.0,0.0,0.0037753191196934,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-09-01,0.0,0.0,0.0269283048147181,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-09-02,0.0,0.0,0.0141666469907679,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
2018-09-03,0.0,0.0,-0.0053396256647142,1.0,BASE,0.0,,0.0,0.0,,,,,0.0,False,False,False,False,False,False,False
