date,net_return,event_low_ratio,event_high_ratio,internal_drawdown,turnover,cost_fraction,max_exposure,bankrupt,activity,equity
2021-01-01,0.01211514167472827,0.9960542433563098,1.0246602214557816,0.027917525732413018,0.23021645345717306,0.00040947491001771895,0.24914222219299978,0.0,1.0,1.0121151416747283
2021-01-02,0.007488129491225237,0.9914717066970711,1.0114821135878969,0.01978325332896458,0.0,7.878389206797776e-05,0.24854250525214366,0.0,1.0,1.0196939909156184
2021-01-03,0.029252728820654772,0.9921635277885541,1.0356522686271037,0.04199164348493134,0.0,8.06734653123715e-05,0.27161283017219023,0.0,1.0,1.0495228227119242
2021-01-04,-0.001803705001532152,0.9743368926748807,1.0382255082733127,0.03855541301563481,0.0,8.774879665016023e-05,0.29415307545310493,0.0,1.0,1.0476297931473766
2021-01-05,0.014234364378364672,0.9920639426002698,1.0200565532645893,0.02744221442892736,0.05412741957706523,0.0001480619211177256,0.2658862874913974,0.0,1.0,1.0625421373566672
2021-01-06,0.041636601642786264,0.9941909001472105,1.0426732046047384,0.04649808227872021,0.0,7.323249172574764e-05,0.2547997700339487,0.0,1.0,1.1067827810584614
2021-01-07,-0.018798526029134566,0.9679753284325462,1.0025378665949383,0.032053212878522364,0.0,8.34760297198607e-05,0.25602974667925876,0.0,1.0,1.085976896140136
2021-01-08,-0.00816518504373931,0.9794489821659421,1.0023983872206808,0.020596638070621398,0.06303223063920767,0.00014950641091164243,0.2398873929780165,0.0,1.0,1.077109693829926
2021-01-09,0.025766268480398535,0.997317186114671,1.0295491297387496,0.003674289209793291,0.0,5.591909905217736e-05,0.19406148454723712,0.0,1.0,1.1048627913839877
2021-01-10,-0.014697634544852178,0.9769815893459589,1.0096114007094992,0.03231917878562951,0.0,6.278088303485551e-05,0.19885224571433113,0.0,1.0,1.0886239218540206
2021-01-11,-0.017371846554155246,0.9589875276418655,1.0005334991150767,0.041012472358134544,0.0,5.881900968636766e-05,0.1795831152623787,0.0,1.0,1.0697125141283899
2021-01-12,-0.007631613849407359,0.9890463177854265,1.0093554689724729,0.020120910631931443,0.0,5.406405369748181e-05,0.1724299313028242,0.0,1.0,1.0615488812906833
2021-01-13,0.022274149561048784,0.9932006592119768,1.0256738950705875,0.03166039031965029,0.0,5.1981909879514346e-05,0.1793842027826605,0.0,1.0,1.0851939798389159
2021-01-14,0.02260970710277488,0.9932285295182998,1.0227161285126796,0.02883263319339957,0.0,5.805063279369211e-05,0.19499965080799142,0.0,1.0,1.1097298978727683
2021-01-15,0.02328678728722089,0.9961356329037476,1.02935636764565,0.032273307657177175,0.04246818834786748,0.00011169152498783634,0.1949891798688816,0.0,1.0,1.1355719419508008
2021-01-16,-0.005294343268649193,0.9907496955647158,1.0183602163171828,0.027112725251893788,0.0,5.646366342465624e-05,0.18682718240800716,0.0,1.0,1.1295598342838666
2021-01-17,0.026407060431799634,0.9938428398576211,1.0304482227240825,0.035523747879046,0.0,5.501574900307779e-05,0.1921423990899813,0.0,1.0,1.1593881890891342
2021-01-18,-0.007853341049670726,0.9861309465121905,1.0023577994343766,0.016188683253966607,0.04508424858083534,0.00011261412105785762,0.18886756616410205,0.0,1.0,1.1502831182312572
2021-01-19,-0.009249060399799336,0.9896405331605727,1.0050791061490065,0.015360555098580475,0.0,4.508046674967686e-05,0.1416244419343269,0.0,1.0,1.1396440801938668
2021-01-20,0.008082074466552847,0.990584068304739,1.0089030104886578,0.01815728766142355,0.0,4.2429565253019884e-05,0.13693696395460142,0.0,1.0,1.1488547685153596
2021-01-21,-0.021471743480143468,0.9763408483587321,1.0010932298764041,0.02472535102522666,0.0,4.474785017569731e-05,0.1372220855581067,0.0,1.0,1.1241868536298583
2021-01-22,0.019970507802179016,0.9917730375371683,1.026010182902106,0.008226962462831722,0.0,3.85447896851992e-05,0.13974038283983364,0.0,1.0,1.1466374359613805
2021-01-23,0.020277156957174913,0.9973824106703313,1.0246216983990435,0.02658472660814537,0.0,4.422778131001831e-05,0.15548406617149232,0.0,1.0,1.169887983223342
2021-01-24,-0.0001238918293405833,0.9920410601069116,1.0006417089586075,0.008595133277671141,0.03283944003721023,8.675231293688032e-05,0.1519513043574852,0.0,1.0,1.1697430436609768
2021-01-25,-0.007008131235305304,0.9894307839108014,1.0047082123807805,0.01520583616389204,0.0,3.9101089524931485e-05,0.12319097232023889,0.0,1.0,1.1615453308994153
2021-01-26,-0.0012152373540280648,0.9917839516249757,1.003029436409134,0.011211520196672597,0.0,3.7074488330289994e-05,0.1155618973334937,0.0,1.0,1.1601337776249094
2021-01-27,-0.010392677087303515,0.9863066796847695,1.000599302244416,0.014284062089177096,0.0,3.6722586562642104e-05,0.11237185732204606,0.0,1.0,1.1480768818959801
2021-01-28,0.010022128443486267,0.9977281093851503,1.0171490889248473,0.019093542678414455,0.0,3.367970532330032e-05,0.11767731300284318,0.0,1.0,1.1595830558693387
