asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,train_triggers,score,passed_filters,profile,decision_date,next_date_exclusive,probation_delta_pct,suspended,suspended_until_rebalance_idx,incumbent_asset_before,selected_asset,keep_reason
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-13,2019-07-20,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-13,2019-07-20,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-13,2019-07-20,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-13,2019-07-20,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-13,2019-07-20,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-07-13,2019-07-20,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-20,2019-07-27,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-20,2019-07-27,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-20,2019-07-27,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-20,2019-07-27,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-20,2019-07-27,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-20,2019-07-27,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-07-20,2019-07-27,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-27,2019-08-03,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-27,2019-08-03,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-27,2019-08-03,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-27,2019-08-03,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-27,2019-08-03,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-27,2019-08-03,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-07-27,2019-08-03,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-03,2019-08-10,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-03,2019-08-10,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-03,2019-08-10,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-03,2019-08-10,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-03,2019-08-10,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-03,2019-08-10,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-08-03,2019-08-10,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-10,2019-08-17,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-10,2019-08-17,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-10,2019-08-17,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-10,2019-08-17,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-10,2019-08-17,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-10,2019-08-17,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-08-10,2019-08-17,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-17,2019-08-24,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-17,2019-08-24,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-17,2019-08-24,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-17,2019-08-24,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-17,2019-08-24,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-17,2019-08-24,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-08-17,2019-08-24,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-24,2019-08-31,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-24,2019-08-31,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-24,2019-08-31,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-24,2019-08-31,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-24,2019-08-31,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-24,2019-08-31,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-08-24,2019-08-31,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-31,2019-09-07,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-31,2019-09-07,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-31,2019-09-07,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-31,2019-09-07,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-31,2019-09-07,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-08-31,2019-09-07,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-08-31,2019-09-07,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-07,2019-09-14,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-07,2019-09-14,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-07,2019-09-14,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-07,2019-09-14,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-07,2019-09-14,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-07,2019-09-14,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-09-07,2019-09-14,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-14,2019-09-21,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-14,2019-09-21,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-14,2019-09-21,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-14,2019-09-21,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-14,2019-09-21,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-14,2019-09-21,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-09-14,2019-09-21,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-21,2019-09-28,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-21,2019-09-28,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-21,2019-09-28,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-21,2019-09-28,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-21,2019-09-28,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-21,2019-09-28,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-09-21,2019-09-28,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-28,2019-10-05,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-28,2019-10-05,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-28,2019-10-05,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-28,2019-10-05,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-28,2019-10-05,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-09-28,2019-10-05,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-09-28,2019-10-05,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-05,2019-10-12,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-05,2019-10-12,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-05,2019-10-12,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-05,2019-10-12,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-05,2019-10-12,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-05,2019-10-12,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-10-05,2019-10-12,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-12,2019-10-19,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-12,2019-10-19,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-12,2019-10-19,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-12,2019-10-19,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-12,2019-10-19,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-12,2019-10-19,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-10-12,2019-10-19,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-19,2019-10-26,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-19,2019-10-26,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-19,2019-10-26,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-19,2019-10-26,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-19,2019-10-26,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-19,2019-10-26,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-10-19,2019-10-26,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-26,2019-11-02,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-26,2019-11-02,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-26,2019-11-02,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-26,2019-11-02,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-26,2019-11-02,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-10-26,2019-11-02,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-10-26,2019-11-02,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-11-02,2019-11-09,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-11-02,2019-11-09,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-11-02,2019-11-09,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-11-02,2019-11-09,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-11-02,2019-11-09,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-11-02,2019-11-09,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-11-02,2019-11-09,0.0,False,3,,,best_passed
DOGE,1.1501318978019128,0.5336891260840471,-1.9244747918184313,2,4.159954351039057,False,phase67d_weekly_challenger_base,2019-11-09,2019-11-16,0.5336891260840471,False,-1,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-11-09,2019-11-16,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-11-09,2019-11-16,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-11-09,2019-11-16,0.0,False,-1,,,best_passed
